user_skills_str,job_skills_str,job_title,job_idx,n_user_skills,n_job_skills,overlap_pct,label
"appium, aspnet, html, penetration","cicd, cloud, database, django, docker, java, javascript, node, nosql, python, react, rust, scala, typescript",FullStack Engineer,15,4,14,0.0,0
"firebase, go, graphql, network security, nextjs, tableau","linux, networking, security, sql","Staff Sistem Administration, IT Security & Networking",129,6,4,0.0,0
"network security, security","agile, automation, flutter, java, javascript, quality assurance, react native, rust, testing, typescript, user research",QA Engineer Intern,27,2,11,0.0,0
"javascript, pandas, python, sql, typescript","javascript, pandas, python, sql",Programmer/ IT Developer,120,5,4,1.0,1
"ansible, azure, bash, cicd, docker, gcp, kubernetes, linux, python, security, terraform","ansible, aws, azure, bash, cicd, docker, gcp, go, kubernetes, linux, python, rust, security, terraform",IT Security Engineer,16,11,14,0.7857142857142857,1
"agile, api, cicd, css, git, html, javascript, jest, linux, redis, ruby on rails, sql, tailwind, vue","agile, api, cicd, css, git, html, javascript, jest, linux, redis, ruby on rails, sql, tailwind, vue",Fullstack/Frontend Web Developer,19,14,14,1.0,1
"css, html","css, html",IT Intern,161,2,2,1.0,1
"android, api, flutter, git, kotlin","api, cicd, docker, git, linux, python, pytorch, react native, scala, tensorflow, testing",Senior Machine Learning Engineer,35,5,11,0.18181818181818182,0
"agile, automation, docker, network security, postman, python, redis, selenium, sql, testing","agile, automation, postman, selenium, sql, testing",Quality Assurance Engineer (Entry Level),70,10,6,1.0,1
"database, linux, networking, security","database, linux, networking, security",IT Intern,172,4,4,1.0,1
"laravel, linux, networking, sql","aspnet, database, express, html, java, javascript, sql, testing",Web Developer,65,4,8,0.125,0
"aws, azure, cicd, gcp, network security","design system, figma, user research",UI/UX Designer (Paid Internship),140,5,3,0.0,0
"cicd, elasticsearch, figma, graphql, powerbi, quality assurance","api, git, go, javascript, laravel, node, postman, react, sql",Fullstack Developer (Internship),37,6,9,0.0,0
"elasticsearch, git, laravel, php, r, react, rust, spark, sql","git, laravel, php, r, react, sql",Fullstack Programmer Apprentice- (WFO-Malang),97,9,6,1.0,1
"aspnet, css, sql","aspnet, css, html, sql",IT PROGRAMMER STAFF,121,3,4,0.75,1
"go, springboot","docker, kubernetes, numpy, pandas, python",AI Engineer Intern,92,2,5,0.0,0
"agile, automation, postman, selenium, sql, testing","git, java, linux, python, pytorch, scala, tensorflow, testing",Software Engineer (C++),64,6,8,0.125,0
"kotlin, node, powerbi, python, rust, sql, user research","powerbi, python, sql",Data Analyst,151,7,3,1.0,1
"azure, jest, python, spark, tableau","azure, jest, python, spark, sql, tableau",Data Scientist,85,5,6,0.8333333333333334,1
"agile, java, selenium, tableau, testing, wireshark","api, aws, azure, database, docker, fastapi, flask, gcp, git, jest, numpy, pandas, python, pytorch, ruby on rails, scala, sklearn, sql, tensorflow",Middle AI Engineer,5,6,19,0.0,0
"android, automation, bash, gcp, ios, linux, network security, networking, penetration, redis, tailwind","android, bash, ios, linux, network security, networking, penetration, python",Junior Offensive Security Engineer,58,11,8,0.875,1
"api, git, graphql, java, networking, sql","api, git, graphql, java, springboot, sql",Back End Developer,80,6,6,0.8333333333333334,1
"penetration, rust, security","penetration, rust, security","IT Security & Government, Risk and Compliance",149,3,3,1.0,1
"gcp, pytorch, scala, spark, sql, typescript","api, flutter, git, laravel, sql, vue",Staff Web Programmer (Front-End),96,6,6,0.16666666666666666,0
"database, linux, networking, security","api, docker, laravel, node, python, sql",Tech Developer Intern - Staff,67,4,6,0.0,0
"api, express, git, java, javascript, mongodb, node, react, sql, vue","api, express, git, java, javascript, mongodb, node, react, sql, vue",Internship IT Programmer,34,10,10,1.0,1
"design system, figma, rust, user research","git, javascript, python, sql",Junior Software Engineer (Fresh Graduate),176,4,4,0.0,0
"aspnet, git, laravel, php, r, react, security, sql","git, laravel, php, r, react, sql",Fullstack Programmer Apprentice- (WFO-Malang),97,8,6,1.0,1
"android, django, pytorch, quality assurance, r, testing, user research","quality assurance, testing, user research",IT Staff,156,7,3,1.0,1
"aws, laravel, user research","git, java, python, scala, testing, user research",Software Engineering Talent Day - Surabaya,95,3,6,0.16666666666666666,0
"agile, go, html, linux, python, ruby on rails","api, cicd, docker, git, linux, python, pytorch, react native, scala, tensorflow, testing",Senior Machine Learning Engineer,35,6,11,0.18181818181818182,0
"aws, bash, gcp, network security, networking, penetration, python, security, user research, wireshark","aws, bash, gcp, network security, networking, penetration, python, security, user research, wireshark",IT Security Specialist,46,10,10,1.0,1
"api, docker, elasticsearch, fastapi, flask, git, jest, linux, nosql, python, security, sql","appium, automation, quality assurance, selenium, testing",Jr Quality Assurance (Automation),114,12,5,0.0,0
"git, node, php, react, sql","quality assurance, testing",Software QA Engineer Intern,137,5,2,0.0,0
"automation, cicd, css, docker, figma, git, html, kubernetes, pandas, swift","automation, css, docker, figma, git, kubernetes, vue",UI/UX Engineer,71,10,7,0.8571428571428571,1
"agile, automation, postman, selenium, sql, testing","springboot, user research",Web Developer (Spring Framework),158,6,2,0.0,0
"android, api, figma, git, ios, java, javascript, react, react native, typescript","android, api, figma, git, ios, java, javascript, react, react native, typescript",React Native Developer (Junior),40,10,10,1.0,1
"angular, ansible, design system, figma, java, numpy, redis","cicd, css, design system, figma, git, react, rust, tailwind, typescript",Front-End React Developer,54,7,9,0.2222222222222222,0
"android, api, flutter, git, kotlin","powerbi, react native",Pharmacy Activation Data Intern,134,5,2,0.0,0
"css, git, html, java, javascript, php, sql","agile, automation, selenium",IT Quality Assurance Tester (Manual / Automation),152,7,3,0.0,0
"android, flutter, git, ios, testing","android, api, flutter, git, ios, testing",Mobile App Flutter Developer (Internship),75,5,6,0.8333333333333334,1
"agile, figma, jest, testing","agile, figma, jest, testing",Product Designer,131,4,4,1.0,1
"terraform, wireshark","network security, networking, user research",Network Security Engineer,136,2,3,0.0,0
"agile, aspnet, ios, kubernetes, node, nosql, selenium, sklearn, springboot, tableau","agile, android, automation, firebase, flutter, go, ios, javascript, jest, kotlin, node, nosql, postman, python, quality assurance, selenium, sql, swift, testing, typescript, vue",Quality Assurance (Internship),4,10,21,0.23809523809523808,0
"api, css, git, html, java, laravel, nextjs, php, react, sql","api, css, git, html, java, javascript, laravel, nextjs, php, react, sql",IT System Developer,28,10,11,0.9090909090909091,1
"django, jest, penetration","numpy, pandas, python, pytorch, sklearn, tensorflow",AI Engineer,84,3,6,0.0,0
"network security, scala, security","network security, networking, scala, security",Network Security Engineer,116,3,4,0.75,1
"agile, android, api, docker, javascript, jest, nextjs, springboot","css, fastapi, git, javascript, jest, nextjs, numpy, pandas, python, pytorch, quality assurance, react, sql, tailwind, typescript",AI Engineer Internship,8,8,15,0.2,0
"aspnet, database, express, html, java, javascript, sql, testing","aspnet, database, express, html, java, javascript, sql, testing",Web Developer,65,8,8,1.0,1
"fastapi, graphql, html, ios, javascript, node, swift","agile, api, cicd, css, git, html, javascript, jest, linux, redis, ruby on rails, sql, tailwind, vue",Fullstack/Frontend Web Developer,19,7,14,0.14285714285714285,0
"network security, security","quality assurance, testing",QA Engineer Intern,146,2,2,0.0,0
"django, ios, networking, numpy, ruby on rails, tensorflow","database, linux, networking, security",IT Support Intern,177,6,4,0.25,0
"adobexd, express, figma, react, testing","adobexd, figma, testing",UI / UX Designer Internship,127,5,3,1.0,1
"angular, api, automation, laravel, r, swift","agile, network security, react native, rust, security",IT Security Internship,94,6,5,0.0,0
"javascript, pandas, python","javascript, pandas, python, sql",Programmer/ IT Developer,120,3,4,0.75,1
"api, css, git, html, java, javascript, laravel, nextjs, php, react, sql","api, css, git, html, java, javascript, laravel, nextjs, php, react, sql",IT System Developer,28,11,11,1.0,1
"agile, api, docker, git, graphql, jest, kubernetes, network security, pandas, penetration, redis, scala, security, sql, testing","agile, api, docker, git, graphql, kubernetes, redis, scala, security, sql, testing",Back End Engineer,32,15,11,1.0,1
"api, css, git, html, java, javascript, mongodb, php, react, ruby on rails, spark, sql","api, css, git, html, java, javascript, php, react, react native, sql",FULLSTACK DEVELOPER,42,12,10,0.9,1
"api, flutter, laravel, sql, vue","api, flutter, git, laravel, sql, vue",Staff Web Programmer (Front-End),96,5,6,0.8333333333333334,1
"agile, angular, api, aws, cicd, css, docker, gcp, git, html, java, javascript, jest, kubernetes, node, nosql, python, react, ruby on rails, scala, sql, testing, vue","network security, security",Presales IT Security,165,23,2,0.0,0
"api, css, git, html, java, javascript, php, react, react native, sql","api, css, git, html, java, javascript, php, react, react native, sql",FULLSTACK DEVELOPER,42,10,10,1.0,1
"java, mongodb, powerbi, python, sql, tableau, user research","database, java, mongodb, powerbi, python, sql, tableau, user research",IT Application Developer,61,7,8,0.875,1
"numpy, php","database, linux, networking, security",IT INTERNSHIP,175,2,4,0.0,0
"express, html, pytorch, sql, swift","css, react, tailwind",Frontend Developer - Internship,126,5,3,0.0,0
"api, azure, cicd, docker, git, jest, python, testing","appium, automation, quality assurance, selenium, testing",Quality Assurance Intern,100,8,5,0.2,0
"agile, automation, flutter, java, javascript, quality assurance, react native, rust, testing, typescript, user research","agile, automation, flutter, java, javascript, quality assurance, react native, rust, testing, typescript, user research",QA Engineer Intern,27,11,11,1.0,1
"azure, flutter, go, java, javascript, laravel, python, springboot, sql","aws, go, java, javascript, python, sql",IT Support (Application) - Jabodetabek,101,9,6,0.8333333333333334,1
"api, firebase, flutter, git, react native","api, cicd, database, docker, git, go, graphql, java, javascript, nextjs, nosql, react, scala, sql, typescript, vue",AI Engineer,9,5,16,0.125,0
"go, jest, nextjs","agile, api, cicd, git, go, mongodb, nosql, sql",[INTERN] Backend Developer,52,3,8,0.125,0
"ios, sklearn","network security, networking, penetration, security, wireshark",Network Security Engineer,113,2,5,0.0,0
"postman, sklearn, wireshark","cloud, git, go, scala, sql",Backend Developer (Golang),81,3,5,0.0,0
"adobexd, api, css, firebase, git, html, java, javascript, networking, php, python, vue","agile, quality assurance",QA Engineer (Intern),138,12,2,0.0,0
"aws, fastapi, flutter, go, java, nextjs, python, sklearn, sql","aws, go, java, javascript, python, sql",IT Support (Application) - Jabodetabek,101,9,6,0.8333333333333334,1
"firebase, jest, linux, powerbi, python, r, sql","powerbi, python, sql",Data Analyst,151,7,3,1.0,1
"git, python, sql","git, javascript, python, sql",Software & PLC Programmer,179,3,4,0.75,1
"scala, tailwind","api, flutter, git, laravel, sql, vue",Staff Web Programmer (Front-End),96,2,6,0.0,0
"django, java, networking","api, css, git, html, java, react, react native, typescript",Frontend Developer,60,3,8,0.125,0
"django, elasticsearch, tableau","database, java, php, python, sql",IT Intern,93,3,5,0.0,0
"aws, docker, elasticsearch, python, tensorflow","aws, cicd, css, git, graphql, html, java, javascript, mongodb, nosql",Back-End Intern,31,5,10,0.1,0
"powerbi, python, sql, tableau","network security, networking, penetration, security",Network Security Department Head,143,4,4,0.0,0
"api, aspnet, cicd, sql","api, aspnet, sql",BackEnd Engineer,135,4,3,1.0,1
"mongodb, nosql, sql","quality assurance, testing",Software QA Engineer Intern,137,3,2,0.0,0
"adobexd, elasticsearch, jest, powerbi, ruby on rails, sql","powerbi, sql",Data Analyst,157,6,2,1.0,1
"database, go, java, javascript, react, scala, sql, testing","database, go, java, javascript, react, scala, sql, testing",Backend Engineer Project Intern (TikTok Shop by Tokopedia) - 2026 Start (BS/MS),43,8,8,1.0,1
"agile, quality assurance","agile, quality assurance",QA Engineer (Intern),138,2,2,1.0,1
"accessibility, adobexd, android, nosql, pandas, react native","api, git, go, javascript, laravel, node, postman, react, sql",Fullstack Developer (Internship),37,6,9,0.0,0
"database, java, php, python","database, java, php, python, sql",IT Intern,93,4,5,0.8,1
"api, aws, azure, database, django, fastapi, figma, gcp, network security, pandas, python, pytorch, react native, scala, sql, tensorflow","api, aws, azure, database, django, fastapi, gcp, pandas, python, pytorch, react native, scala, sql, tensorflow",Python Developer - AI Solutions Company - Remote,18,16,14,1.0,1
